Date,^DJI,^GSPC,^IXIC
2018-11-28,25366.4296875,2743.7900390625,7291.58984375
2018-11-29,25338.83984375,2737.800048828125,7273.080078125
2018-11-30,25538.4609375,2760.169921875,7330.5400390625
2018-12-03,25826.4296875,2790.3701171875,7441.509765625
2018-12-04,25027.0703125,2700.06005859375,7158.43017578125
2018-12-06,24947.669921875,2695.949951171875,7188.259765625
2018-12-07,24388.94921875,2633.080078125,6969.25
2018-12-10,24423.259765625,2637.719970703125,7020.52001953125
2018-12-11,24370.240234375,2636.780029296875,7031.830078125
2018-12-12,24527.26953125,2651.070068359375,7098.31005859375
2018-12-13,24597.380859375,2650.5400390625,7070.330078125
2018-12-14,24100.509765625,2599.949951171875,6910.66015625
2018-12-17,23592.98046875,2545.93994140625,6753.72998046875
2018-12-18,23675.640625,2546.159912109375,6783.91015625
2018-12-19,23323.66015625,2506.9599609375,6636.830078125
2018-12-20,22859.599609375,2467.419921875,6528.41015625
2018-12-21,22445.369140625,2416.6201171875,6332.990234375
2018-12-24,21792.19921875,2351.10009765625,6192.919921875
2018-12-26,22878.44921875,2467.699951171875,6554.35986328125
2018-12-27,23138.8203125,2488.830078125,6579.490234375
2018-12-28,23062.400390625,2485.739990234375,6584.52001953125
2018-12-31,23327.4609375,2506.85009765625,6635.27978515625
2019-01-02,23346.240234375,2510.030029296875,6665.93994140625
2019-01-03,22686.220703125,2447.889892578125,6463.5
2019-01-04,23433.16015625,2531.93994140625,6738.85986328125
2019-01-07,23531.349609375,2549.68994140625,6823.47021484375
2019-01-08,23787.44921875,2574.409912109375,6897.0
2019-01-09,23879.119140625,2584.9599609375,6957.080078125
2019-01-10,24001.919921875,2596.639892578125,6986.06982421875
2019-01-11,23995.94921875,2596.260009765625,6971.47998046875
2019-01-14,23909.83984375,2582.610107421875,6905.919921875
2019-01-15,24065.58984375,2610.300048828125,7023.830078125
2019-01-16,24207.16015625,2616.10009765625,7034.68994140625
2019-01-17,24370.099609375,2635.9599609375,7084.4599609375
2019-01-18,24706.349609375,2670.7099609375,7157.22998046875
2019-01-22,24404.48046875,2632.89990234375,7020.35986328125
2019-01-23,24575.619140625,2638.699951171875,7025.77001953125
2019-01-24,24553.240234375,2642.330078125,7073.4599609375
2019-01-25,24737.19921875,2664.760009765625,7164.85986328125
2019-01-28,24528.220703125,2643.85009765625,7085.68017578125
2019-01-29,24579.9609375,2640.0,7028.2900390625
2019-01-30,25014.859375,2681.050048828125,7183.080078125
2019-01-31,24999.669921875,2704.10009765625,7281.740234375
2019-02-01,25063.890625,2706.530029296875,7263.8701171875
2019-02-04,25239.369140625,2724.8701171875,7347.5400390625
2019-02-05,25411.51953125,2737.699951171875,7402.080078125
2019-02-06,25390.30078125,2731.610107421875,7375.27978515625
2019-02-07,25169.529296875,2706.050048828125,7288.35009765625
2019-02-08,25106.330078125,2707.8798828125,7298.2001953125
2019-02-11,25053.109375,2709.800048828125,7307.89990234375
2019-02-12,25425.759765625,2744.72998046875,7414.6201171875
2019-02-13,25543.26953125,2753.030029296875,7420.3798828125
2019-02-14,25439.390625,2745.72998046875,7426.9501953125
2019-02-15,25883.25,2775.60009765625,7472.41015625
2019-02-19,25891.3203125,2779.760009765625,7486.77001953125
2019-02-20,25954.439453125,2784.699951171875,7489.06982421875
2019-02-21,25850.630859375,2774.8798828125,7459.7099609375
2019-02-22,26031.810546875,2792.669921875,7527.5400390625
2019-02-25,26091.94921875,2796.110107421875,7554.4599609375
2019-02-26,26057.98046875,2793.89990234375,7549.2998046875
