Date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,DOW,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2015-12-01,24.182106018066406,141.14907836914062,64.07963562011719,128.67916870117188,57.744571685791016,78.4000015258789,23.123817443847656,72.5332260131836,98.50556182861328,,166.30796813964844,117.8413314819336,88.82656860351562,109.64995574951172,30.116771697998047,89.75651550292969,57.035701751708984,36.752193450927734,104.42776489257812,130.23779296875,45.41496276855469,50.62727355957031,58.744956970214844,68.35515594482422,100.32087707519531,108.65512084960938,74.81871032714844,37.010841369628906,74.32952880859375,54.14413833618164
2016-01-01,22.36258888244629,132.80165100097656,49.29202651977539,106.9107666015625,52.88438415527344,68.05999755859375,20.25463104248047,69.71929931640625,90.4007339477539,,149.08018493652344,112.554443359375,88.50923156738281,99.42754364013672,27.118209838867188,91.25946807861328,51.39519500732422,36.71797180175781,109.41316223144531,130.5490264892578,43.942867279052734,50.271385192871094,58.56765365600586,70.31775665283203,95.6612319946289,106.82393646240234,71.8664779663086,40.0136604309082,69.5813980102539,59.10441207885742
2016-02-01,22.21326446533203,123.71519470214844,51.43254852294922,105.17536926269531,59.002708435058594,67.75,22.463136672973633,67.2762680053711,90.11769104003906,,137.9794158935547,111.0866470336914,86.9225845336914,104.39933776855469,25.86808204650879,91.93228912353516,48.95730972290039,36.89762878417969,103.58805847167969,135.62400817871094,43.54393005371094,46.429622650146484,58.17097091674805,69.71504211425781,96.09019470214844,110.47872161865234,69.84044647216797,41.121891021728516,68.90058135986328,59.08659744262695
2016-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-01,25.174894332885742,131.27357482910156,56.8182487487793,114.01679992675781,66.70707702636719,73.83000183105469,24.42801856994629,77.89503479003906,93.69335174560547,,145.4833221435547,119.41900634765625,96.64617919921875,121.9017105102539,28.529836654663086,95.2300796508789,51.49648666381836,39.686546325683594,111.93424987792969,145.10305786132812,45.88547897338867,50.76099395751953,58.0576286315918,71.46898651123047,104.30325317382812,119.56935119628906,74.0837631225586,43.837406158447266,73.87155151367188,61.001522064208984
2016-04-01,21.652395248413086,138.60208129882812,60.54752731323242,121.07661437988281,67.73548126220703,75.80000305175781,23.5871524810791,83.43099212646484,97.4199447631836,,152.09117126464844,120.48963928222656,98.56100463867188,117.46672058105469,26.70427703857422,98.64501953125,54.957420349121094,38.62519836425781,112.65565490722656,145.75613403320312,47.97530746459961,45.83470153808594,55.81159210205078,69.56742858886719,98.7628402709961,122.65216064453125,74.81995391845703,41.292110443115234,69.52204132080078,59.99956130981445
2016-05-01,23.066017150878906,138.2956085205078,61.14752197265625,113.30724334716797,63.81097412109375,83.70999908447266,25.153623580932617,82.46749877929688,93.60843658447266,,147.80023193359375,118.89681243896484,98.18148803710938,123.74493408203125,27.85958480834961,99.18190002441406,57.17765426635742,38.452762603759766,108.71016693115234,146.57467651367188,49.21757125854492,48.71143341064453,52.2890510559082,70.94268798828125,102.57316589355469,124.5057601928711,76.46670532226562,41.695220947265625,67.87344360351562,63.507816314697266
2016-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-01,22.216468811035156,134.09434509277344,56.49821090698242,117.60001373291016,66.7150650024414,79.41000366210938,24.84191131591797,86.49954223632812,92.28761291503906,,138.262939453125,115.50521087646484,100.85169219970703,124.52994537353516,29.17655372619629,107.52208709716797,54.43571853637695,39.08216094970703,107.17829132080078,153.51158142089844,50.39857482910156,47.358455657958984,52.27011489868164,74.12039184570312,106.97660827636719,131.51947021484375,71.97335815429688,45.74187469482422,73.35688018798828,65.99738311767578
2016-07-01,24.217342376708984,151.61517333984375,60.24042510986328,121.03193664550781,72.831298828125,81.80000305175781,26.435121536254883,84.56047058105469,90.52336883544922,,147.78260803222656,125.04850769042969,100.86036682128906,131.78286743164062,31.008983612060547,111.00566864013672,56.038841247558594,37.904930114746094,105.55268859863281,156.351806640625,51.73604965209961,52.4580192565918,52.70771408081055,74.92576599121094,105.05667877197266,133.9897918701172,75.73846435546875,45.3896369934082,69.81546783447266,65.95219421386719
2016-08-01,24.656557083129883,149.8789520263672,61.287113189697266,117.21969604492188,72.81319427490234,79.41999816894531,27.471071243286133,82.99269104003906,89.7650146484375,,157.6930694580078,121.32164764404297,101.1898193359375,130.35523986816406,31.925212860107422,105.78468322753906,59.59149169921875,37.731178283691406,103.76732635498047,157.12327575683594,55.37857437133789,53.17992401123047,54.740047454833984,77.03038787841797,107.3075180053711,127.29969787597656,78.50406646728516,43.299381256103516,71.10164642333984,64.56935119628906
2016-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-01,26.413991928100586,147.86929321289062,59.847923278808594,120.28192138671875,78.87283325195312,71.33000183105469,27.715723037719727,85.81834411621094,88.24453735351562,,150.65863037109375,116.9976577758789,101.60594177246094,131.45628356933594,33.834266662597656,105.41065979003906,58.78810501098633,36.76682662963867,104.3025131225586,155.44728088378906,55.043426513671875,53.64175796508789,50.0011100769043,79.18312072753906,103.54710388183594,130.99563598632812,80.39000701904297,43.00978469848633,71.34550476074219,65.63018035888672
